;ht;spd;rmse;rmse2;rmse3;di;rings
0;0.1;8.64992787205;0.129975739436;0.314136323842;0.049209341065;22.5907438085;17.0
1;0.2;9.08150226114;0.039840640626;0.15337887107;0.0106092045768;14.3922695621;32.0
2;0.3;9.96409612615;0.051948037351;0.143221178288;0.00857290290484;13.3315883442;33.0
3;0.4;10.5483833749;0.0435162033486;0.125313043805;0.0071131246401;16.1380236496;33.0
4;0.5;9.83102255964;0.0663041741339;0.144096294984;0.0112896721254;15.8533345857;33.0
5;0.6;8.98569537942;0.0466046238914;0.157024946599;0.00802065104615;13.4408827178;33.0
6;0.7;8.3364078462;0.0568201739402;0.147159050257;0.0108732442524;11.4968277047;29.0
7;0.8;7.76237344984;0.0745052369477;0.122710497449;0.0132461268283;14.2307930358;33.0
8;0.9;7.17713647787;0.083177167142;0.110586762226;0.0148757518303;32.3836532482;33.0
9;1.0;6.60880091857;0.0904434886413;0.121536044821;0.0193856905054;34.9951112818;25.0
10;1.1;5.76338606191;0.0555861989154;0.115208953173;0.0120201900716;6.81796646233;26.0
11;1.2;5.43377688947;0.0433399057162;0.123384807326;0.0105328652907;7.88399736442;24.0
12;1.3;5.30998765607;0.0241504127655;0.136345560197;0.00621029422644;11.8262762188;21.0
13;1.4;5.27686333966;0.0108341042929;0.134457057836;0.00268636042361;16.169792248;22.0
14;1.5;5.36668479227;0.0169708600732;0.156371370843;0.00509305065801;24.2916444763;18.0
15;1.6;5.45711381096;0.0164825066618;0.168028601575;0.00515411668393;26.6346046055;15.0
16;1.7;5.65177529263;0.0276509629467;0.214394554901;0.0086816831047;34.2652965736;14.0
17;1.8;5.85286459078;0.033456416211;0.334263118648;0.0136151754167;42.7277981162;9.0
18;1.9;5.88697669625;0.0185436696132;0.35470868716;0.00834833089255;46.7734961618;8.0
19;2.0;5.94216599127;0.00652890144471;0.612105551985;0.00578856051536;50.6396663994;3.0
20;-9999;-9999;-9999;-9999;-9999;-9999;-9999
21;-9999;-9999;-9999;-9999;-9999;-9999;-9999
22;-9999;-9999;-9999;-9999;-9999;-9999;-9999
23;-9999;-9999;-9999;-9999;-9999;-9999;-9999
24;-9999;-9999;-9999;-9999;-9999;-9999;-9999
25;-9999;-9999;-9999;-9999;-9999;-9999;-9999
26;-9999;-9999;-9999;-9999;-9999;-9999;-9999
27;-9999;-9999;-9999;-9999;-9999;-9999;-9999
28;-9999;-9999;-9999;-9999;-9999;-9999;-9999
