;ht;spd;rmse;rmse2;rmse3;di;rings
0;0.1;4.04673248225;0.00536734770567;0.505624695147;0.00263626180344;29.6727232549;6.0
1;0.2;3.98257913443;0.00162284233337;0.208604883609;0.000381700145144;36.4658690624;21.0
2;0.3;4.05743428144;0.00341212687037;0.180248154942;0.000731380857571;43.6488152661;26.0
3;0.4;4.0500427454;0.00271709561169;0.169677498767;0.000546014939006;45.6359598121;29.0
4;0.5;3.87039863024;0.00699637832273;0.164250869594;0.00136695767847;44.2324020812;29.0
5;0.6;3.62852443897;0.00998172574541;0.166127615754;0.00195100261608;39.1010880266;28.0
6;0.7;3.60136810817;0.0146851799922;0.177115703183;0.00301247715431;31.9590682897;26.0
7;0.8;3.75883841416;0.00806794547538;0.170511376161;0.00154481665626;27.77458166;29.0
8;0.9;4.08354218063;0.00925030006425;0.156416221131;0.00163358104099;25.6893844652;33.0
9;1.0;4.46795644761;0.0252790099269;0.179582830896;0.0049425401273;24.3855325339;24.0
10;1.1;4.95315756966;0.0476515483929;0.153749637827;0.00908179700096;25.4034390275;26.0
11;1.2;5.3091093084;0.073391744508;0.144943293947;0.0150463224544;25.5338488301;24.0
12;1.3;5.65907172187;0.110968944598;0.139668758789;0.0242580611151;24.5498593935;21.0
13;1.4;6.03980631873;0.108482115754;0.142338580451;0.0227475333465;22.5288932353;23.0
14;1.5;6.62964381327;0.0512739004447;0.18188867784;0.0120816514554;19.6210614859;19.0
15;1.6;6.69764541383;0.049191947445;0.217990850528;0.0118513883708;16.8856034734;18.0
16;1.7;6.94701933608;0.0475935319748;0.211467485098;0.0119575019727;15.6505002068;16.0
17;1.8;7.17803314885;0.0322357511374;0.192382187506;0.00909303722571;16.1261285376;13.0
18;1.9;7.12047368943;0.0364180137496;0.205751476496;0.00981083673668;17.5743832873;14.0
19;2.0;7.03493131779;0.0455727540348;0.235594062817;0.0142291202395;20.9433045495;13.0
20;2.1;6.98423113607;0.0385448283429;0.260998396857;0.0111341763138;24.877086653;13.0
21;2.2;7.00488835755;0.0160547778262;0.358856959853;0.00588452210622;34.7217163691;10.0
22;2.3;7.06287273447;0.0113653406844;0.451520390122;0.00416858297623;47.7251257926;9.0
23;2.4;7.22774395105;0.0794428618006;0.606014535258;0.0464013141455;53.1630759422;5.0
24;2.5;7.46888838117;0.0;1.52160104043;-9999;75.4764769887;1.0
25;-9999;-9999;-9999;-9999;-9999;-9999;-9999
26;-9999;-9999;-9999;-9999;-9999;-9999;-9999
27;-9999;-9999;-9999;-9999;-9999;-9999;-9999
28;-9999;-9999;-9999;-9999;-9999;-9999;-9999
