;ht;spd;rmse;rmse2;rmse3;di;rings
0;0.1;5.39618295777;0.00928970242447;0.370300742983;0.00269871561284;18.3054290676;14.0
1;0.2;5.30262298148;0.00442021310764;0.206678090168;0.000854411144153;17.1523701977;28.0
2;0.3;5.86251649521;0.0334706784918;0.177403874201;0.00632319707767;14.8053641869;30.0
3;0.4;6.89623678311;0.0240979276944;0.14223578688;0.00518606156946;14.0086416503;32.0
4;0.5;7.07337465763;0.00692914878247;0.135430891642;0.00134660306791;14.7920745813;32.0
5;0.6;6.6576267401;0.0234823427925;0.140407523188;0.00420561058655;13.5537722907;33.0
6;0.7;6.14924387813;0.0437796741964;0.148136966799;0.00831681945108;9.89322952426;29.0
7;0.8;5.58798606332;0.042087282609;0.129809613681;0.00738689142321;64.0086854735;33.0
8;0.9;5.15293194555;0.0160008327659;0.118123813455;0.00304475136221;176.377006285;33.0
9;1.0;4.90743026899;0.0145382205582;0.141981774365;0.0034221935842;254.208708209;25.0
10;1.1;4.42452768959;0.00485879388365;0.157876243684;0.000954661299995;337.075816229;26.0
11;1.2;4.33270957576;0.011483385706;0.180001416223;0.00243220726204;104.602614295;24.0
12;1.3;4.43872759507;0.0292122916338;0.187540171624;0.00631017511672;10.4080770676;21.0
13;1.4;4.72914517237;0.0682063264668;0.180179203721;0.0142589495581;16.1424543871;23.0
14;1.5;5.44257888966;0.116645138784;0.188946832396;0.0297168350256;24.4136110104;19.0
15;1.6;5.82126855393;0.158245726665;0.181183061382;0.043610154307;25.91002434;17.0
16;1.7;6.5219219255;0.129041894261;0.173615029883;0.0372758162075;30.6781091272;16.0
17;1.8;7.04247291265;0.0621383234659;0.212340214655;0.0204409956228;35.3594583828;12.0
18;1.9;7.10090180911;0.0231128701298;0.219163058562;0.00820335560312;37.7742191947;11.0
19;2.0;7.28477845286;0.0128620266419;0.270643155461;0.00470352152188;41.4869430602;10.0
20;2.1;7.24522046885;0.00467080262411;0.310236879383;0.00193868102131;42.0640198937;8.0
21;2.2;7.24257998278;7.88860905221e-31;0.938757964871;inf;40.7239550495;1.0
22;-9999;-9999;-9999;-9999;-9999;-9999;-9999
23;-9999;-9999;-9999;-9999;-9999;-9999;-9999
24;-9999;-9999;-9999;-9999;-9999;-9999;-9999
25;-9999;-9999;-9999;-9999;-9999;-9999;-9999
26;-9999;-9999;-9999;-9999;-9999;-9999;-9999
27;-9999;-9999;-9999;-9999;-9999;-9999;-9999
28;-9999;-9999;-9999;-9999;-9999;-9999;-9999
