;ht;spd;rmse;rmse2;rmse3;di;rings
0;0.1;5.75390978235;0.00194249326551;0.311974821593;0.000471841536422;29.4263804895;21.0
1;0.2;5.55490360876;0.00623927780094;0.189537278218;0.00118319372109;29.5685937332;28.0
2;0.3;5.28193754667;0.00871133447214;0.165943040853;0.0016464502425;32.5137967178;30.0
3;0.4;5.22092993642;0.00354235602698;0.165954714585;0.000660784956632;33.4654112853;31.0
4;0.5;4.89994521493;0.00751182949283;0.157498053629;0.00142115746896;33.4064849286;31.0
5;0.6;4.20233917784;0.014545008097;0.136327861295;0.00277002316205;32.0881931267;32.0
6;0.7;3.70504167428;0.0279052750326;0.150169023518;0.0054861223869;24.9761712347;28.0
7;0.8;3.53304677162;0.0401222085382;0.137000111249;0.00745788438926;25.5169656312;30.0
8;0.9;3.56002857121;0.0269248056062;0.120279445894;0.00462134735254;32.6828708051;33.0
9;1.0;3.8208491833;0.0207897473424;0.144218162449;0.00427243613936;14.9061785393;25.0
10;1.1;4.28186035157;0.0237183737192;0.147762379696;0.00467896773328;15.5388827475;26.0
11;1.2;4.80821980232;0.0567383388088;0.147025966783;0.0113339405735;18.8074553214;24.0
12;1.3;5.19934204338;0.109036939975;0.143362312284;0.0235027805288;20.735092681;21.0
13;1.4;5.71360070521;0.131885367114;0.122620813531;0.0285023611144;21.5794606827;23.0
14;1.5;6.61995976936;0.0932319757948;0.11955824138;0.0237301623298;22.2151910437;19.0
15;1.6;6.88348611853;0.102273076327;0.129186531265;0.0259202869829;21.2841278914;18.0
16;1.7;7.3600408193;0.0737137832785;0.144249071525;0.0197657733166;22.0905248831;16.0
17;1.8;7.65941599127;0.0240851209688;0.173202596531;0.00719156029786;23.6685396732;13.0
18;1.9;7.50320248891;0.0135025612211;0.178066494534;0.00400958575467;25.0173231135;14.0
19;2.0;7.4424481869;0.0107063189102;0.21009750805;0.00387846101958;27.5776199129;11.0
20;2.1;7.41316125236;0.0084237859624;0.232618949466;0.00308516082196;30.47189147;12.0
21;2.2;7.49260303423;0.00881891973749;0.350980116313;0.00360075716173;39.0644673255;8.0
22;2.3;7.54083418924;0.00646871867467;0.598023471825;0.00394567830072;43.812875566;5.0
23;-9999;-9999;-9999;-9999;-9999;-9999;-9999
24;-9999;-9999;-9999;-9999;-9999;-9999;-9999
25;-9999;-9999;-9999;-9999;-9999;-9999;-9999
26;-9999;-9999;-9999;-9999;-9999;-9999;-9999
27;-9999;-9999;-9999;-9999;-9999;-9999;-9999
28;-9999;-9999;-9999;-9999;-9999;-9999;-9999
