;ht;spd;rmse;rmse2;rmse3;di;rings
0;0.1;7.45065793678;0.0625560008275;0.362288040385;0.0215201347268;23.9088624032;13.0
1;0.2;8.814005178;0.091491916546;0.207355275536;0.0191117054028;15.0901049624;31.0
2;0.3;10.14652322;0.0999573965421;0.152159819949;0.0172682397427;13.8476532432;33.0
3;0.4;10.6196076118;0.0382439060348;0.115075534015;0.00676286097338;15.4108897004;33.0
4;0.5;9.79820218001;0.059742462713;0.135149488087;0.0109589872514;14.9040357767;33.0
5;0.6;8.62663452898;0.0328282430371;0.165361257476;0.00579945725458;13.0777447217;33.0
6;0.7;7.84856436688;0.0426329292502;0.15388281611;0.0083076232626;11.2815440314;29.0
7;0.8;7.24982010063;0.0443035975137;0.126064908816;0.00843822327012;26.5263859842;33.0
8;0.9;6.69896031846;0.0452556356504;0.126850518695;0.0086359634942;37.5922239857;33.0
9;1.0;6.24645507554;0.0470056586573;0.138625616281;0.0104328869521;58.5940381366;25.0
10;1.1;5.55047041917;0.0185134431451;0.143155887775;0.00376990681078;6.94851183426;26.0
11;1.2;5.28586602556;0.0253525554439;0.148004805768;0.00567121517013;8.31325292234;24.0
12;1.3;5.15528340818;0.0202621644547;0.147181658152;0.00480560525221;12.6005598381;21.0
13;1.4;5.18597160995;0.0128777341067;0.142970816294;0.00322171629078;17.8733708221;23.0
14;1.5;5.38413928061;0.0107837166526;0.169765825037;0.0027353329593;27.4104631471;19.0
15;1.6;5.52409513799;0.013496667914;0.190525033299;0.00375539931046;29.736503186;18.0
16;1.7;5.77389270344;0.0128873117479;0.257174608026;0.00367012954973;38.1077486349;15.0
17;1.8;6.11441119226;0.0183335454151;0.395436000509;0.00739665095696;46.269146717;9.0
18;1.9;6.21761914757;0.00689289922897;0.438759943979;0.00292013850148;49.7585847546;8.0
19;2.0;6.24215776086;0.00118538721093;0.617979767361;0.000809814403909;51.7883820868;4.0
20;-9999;-9999;-9999;-9999;-9999;-9999;-9999
21;-9999;-9999;-9999;-9999;-9999;-9999;-9999
22;-9999;-9999;-9999;-9999;-9999;-9999;-9999
23;-9999;-9999;-9999;-9999;-9999;-9999;-9999
24;-9999;-9999;-9999;-9999;-9999;-9999;-9999
25;-9999;-9999;-9999;-9999;-9999;-9999;-9999
26;-9999;-9999;-9999;-9999;-9999;-9999;-9999
27;-9999;-9999;-9999;-9999;-9999;-9999;-9999
28;-9999;-9999;-9999;-9999;-9999;-9999;-9999
