;ht;spd;rmse;rmse2;rmse3;di;rings
0;0.1;4.21044395507;0.0;1.38567438221;-9999;13.7930414797;1.0
1;0.2;4.20102461817;0.00208888419893;0.290079383721;0.000532348143847;18.5058653215;17.0
2;0.3;4.13565158554;0.00668485659656;0.220242457917;0.00139688001295;26.3643349807;26.0
3;0.4;4.22784936196;0.00804740257382;0.222914631808;0.00175608369407;35.883498304;24.0
4;0.5;4.32271528194;0.0064414964054;0.203346062072;0.00122425984848;40.8116178852;30.0
5;0.6;4.6639854612;0.00507703194119;0.180819192757;0.000955724128466;46.43067297;31.0
6;0.7;4.90954288349;0.00494573528881;0.179555015555;0.00104824177257;47.6735925376;26.0
7;0.8;5.09330454558;0.00739583123258;0.161746040014;0.00148501696283;48.5755316508;31.0
8;0.9;5.19207861083;0.0128463104032;0.155765230752;0.00254328702453;46.6556169348;32.0
9;1.0;5.19641474689;0.012555306458;0.186296165053;0.00283761674333;44.2110555173;24.0
10;1.1;5.14897516187;0.00731128187417;0.180272314452;0.00159075280253;42.7537193116;26.0
11;1.2;5.13195427604;0.00463988382189;0.195130080714;0.00100020787584;38.103842544;24.0
12;1.3;4.94418539339;0.00872868932296;0.228215124618;0.00206611731505;30.7165664134;21.0
13;1.4;4.69208109174;0.0158448449477;0.246138157897;0.00330317704868;22.5867671936;23.0
14;1.5;4.23348640477;0.0803726155035;0.28113111096;0.017951997018;18.2779762274;18.0
15;1.6;4.29047221811;0.0906007510331;0.28996206829;0.0193909754159;14.4504493087;18.0
16;1.7;4.36740688257;0.0267738928618;0.277178669198;0.00634574853724;13.7098194204;16.0
17;1.8;4.62136037591;0.0163886429118;0.291030705426;0.00456783500203;15.5247944711;13.0
18;1.9;4.96150549463;0.00927457989734;0.306272991136;0.00260534421122;18.2289235947;14.0
19;2.0;5.35413691732;0.0560060738185;0.347335282001;0.0189177288709;22.5367565286;11.0
20;2.1;5.84487139469;0.0594266156681;0.337289846585;0.0183515275747;27.1537388461;13.0
21;2.2;6.15183112241;0.0586758657685;0.45433168609;0.0250737017123;34.2584292955;8.0
22;2.3;6.13984966598;0.0495459402653;0.631013462294;0.0234158272256;40.2247668704;6.0
23;2.4;5.99252550043;0.0;1.79761557997;-9999;36.4544733842;1.0
24;-9999;-9999;-9999;-9999;-9999;-9999;-9999
25;-9999;-9999;-9999;-9999;-9999;-9999;-9999
26;-9999;-9999;-9999;-9999;-9999;-9999;-9999
27;-9999;-9999;-9999;-9999;-9999;-9999;-9999
28;-9999;-9999;-9999;-9999;-9999;-9999;-9999
