;ht;spd;rmse;rmse2;rmse3;di;rings
0;0.1;11.659440335;0.181381223376;0.373532476171;0.0377317889369;54.7687998637;28.0
1;0.2;13.616973727;0.0553462643124;0.251018219187;0.0104555691562;51.7853122154;32.0
2;0.3;13.4999250342;0.0284028546717;0.250546603532;0.00514861387711;49.5106640672;32.0
3;0.4;12.3562618084;0.0363064708975;0.236823078204;0.00652405832581;46.8298441119;33.0
4;0.5;11.352239511;0.104115196317;0.25271092395;0.0193240577577;45.6315802046;32.0
5;0.6;10.4021355736;0.130453093948;0.265679405613;0.0244448006861;45.889949738;32.0
6;0.7;9.76406604498;0.108851806901;0.310565473526;0.0223212604274;46.8168930847;28.0
7;0.8;9.12663717604;0.0530645762624;0.288615731576;0.0107254710569;46.7932811222;30.0
8;0.9;8.44525347455;0.0148417013463;0.2918983567;0.00284110451538;47.3114728771;30.0
9;1.0;7.99642115616;0.0221988002878;0.368668030304;0.00498957109554;47.790792829;22.0
10;1.1;7.4629704584;0.0152453119172;0.407103017197;0.00336322247792;47.3493822909;22.0
11;1.2;6.82209250575;0.0103423293339;0.440611741647;0.00254245225926;48.469289042;19.0
12;1.3;6.35726286489;0.0322824288992;0.605007240975;0.0107783334432;49.3198652365;11.0
13;1.4;6.12529719201;0.0311625683246;0.814036364226;0.014895474608;49.4337152731;6.0
14;-9999;-9999;-9999;-9999;-9999;-9999;-9999
15;-9999;-9999;-9999;-9999;-9999;-9999;-9999
16;1.7;6.37756135938;7.88860905221e-31;2.01754583792;inf;123.271287567;1.0
17;1.8;6.9552926002;7.88860905221e-31;2.37479750087;inf;129.732459192;1.0
18;1.9;6.89902162;0.00466823483932;1.61032692626;0.00660263082355;132.770402581;2.0
19;2.0;7.0085043773;0.00375260129729;1.34075826338;0.00328809635357;138.38172165;3.0
20;2.1;7.29433447273;0.0760839709174;1.68037801198;0.107849931304;147.877760092;2.0
21;2.2;8.45739636238;0.0;2.91882360721;-9999;160.060490258;1.0
22;-9999;-9999;-9999;-9999;-9999;-9999;-9999
23;-9999;-9999;-9999;-9999;-9999;-9999;-9999
24;-9999;-9999;-9999;-9999;-9999;-9999;-9999
25;-9999;-9999;-9999;-9999;-9999;-9999;-9999
26;-9999;-9999;-9999;-9999;-9999;-9999;-9999
27;-9999;-9999;-9999;-9999;-9999;-9999;-9999
28;-9999;-9999;-9999;-9999;-9999;-9999;-9999
